1pctl,10pctl,50pctl,90pct,99pct,stddev,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
8.47E-05,8.54E-05,8.62E-05,8.74E-05,0.000115605,3.94E-06,1672, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), WaitSend, yl(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.54E-05,8.63E-05,8.74E-05,0.0001133,4.30E-06,33, Start, yl(355893104), StreamWait(366722768/355893104), PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.42E-05,8.54E-05,8.66E-05,8.78E-05,0.000112124,4.00E-06,357, Start, yl(355893104), PostRecv, Scatter(355893104), StreamSync(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.64E-05,8.76E-05,0.000117706,4.68E-06,1075, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(366722768/355893104), WaitSend, yl(366722768), y(366722768), StreamSync(366722768), End,
8.46E-05,8.54E-05,8.63E-05,8.77E-05,0.000117966,6.44E-06,893, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.46E-05,8.54E-05,8.63E-05,8.75E-05,0.000101496,3.01E-06,1527, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.45E-05,8.54E-05,8.65E-05,8.78E-05,0.000112066,3.58E-06,152, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.64E-05,8.76E-05,0.000112916,3.74E-06,2016, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.65E-05,8.78E-05,0.000114446,4.27E-06,671, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), PostSend, WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.45E-05,8.54E-05,8.64E-05,8.77E-05,0.000111825,3.57E-06,1035, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(366722768), StreamWait(355893104/366722768), WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.48E-05,8.54E-05,8.62E-05,8.74E-05,0.000115107,4.86E-06,1795, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.46E-05,8.54E-05,8.62E-05,8.73E-05,0.000111802,3.86E-06,34, Start, yl(355893104), StreamWait(366722768/355893104), PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.44E-05,8.54E-05,8.65E-05,8.79E-05,0.000113113,4.73E-06,151, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), StreamWait(366722768/355893104), PostSend, WaitRecv, yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.46E-05,8.54E-05,8.64E-05,8.75E-05,9.91E-05,2.76E-06,1904, Start, PostRecv, yl(355893104), StreamWait(366722768/355893104), Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.47E-05,8.54E-05,8.62E-05,8.73E-05,0.000115773,3.92E-06,1782, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, yl(355893104), StreamWait(366722768/355893104), WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.64E-05,8.77E-05,0.000113898,4.06E-06,672, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), PostSend, WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.47E-05,8.54E-05,8.63E-05,8.76E-05,0.000117341,4.84E-06,886, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, yl(355893104), StreamWait(366722768/355893104), WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.54E-05,8.63E-05,8.75E-05,0.000113905,4.37E-06,2260, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.45E-05,8.54E-05,8.63E-05,8.77E-05,0.000113134,4.00E-06,1117, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.47E-05,8.54E-05,8.64E-05,8.76E-05,0.000100844,2.82E-06,2203, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.47E-05,8.54E-05,8.63E-05,8.76E-05,0.00011304,4.10E-06,1155, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), WaitSend, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.45E-05,8.54E-05,8.64E-05,8.77E-05,0.000104605,3.80E-06,1106, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), WaitSend, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.64E-05,8.76E-05,0.000111939,3.99E-06,10, Start, yl(355893104), StreamWait(366722768/355893104), Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.47E-05,8.54E-05,8.62E-05,8.73E-05,0.000112558,3.81E-06,1715, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.46E-05,8.54E-05,8.64E-05,8.76E-05,0.000112247,4.23E-06,30, Start, yl(355893104), StreamWait(366722768/355893104), PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.48E-05,8.54E-05,8.64E-05,8.77E-05,0.000116058,4.66E-06,2056, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.46E-05,8.54E-05,8.64E-05,8.76E-05,0.00010204,2.72E-06,857, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), WaitSend, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.46E-05,8.54E-05,8.63E-05,8.74E-05,0.000112938,4.44E-06,1705, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.54E-05,8.63E-05,8.76E-05,0.00011678,5.29E-06,2282, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.63E-05,8.74E-05,0.00011323,4.04E-06,1908, Start, PostRecv, yl(355893104), StreamWait(366722768/355893104), Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.54E-05,8.64E-05,8.76E-05,0.000113339,3.96E-06,2055, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.48E-05,8.54E-05,8.64E-05,8.78E-05,0.000110423,3.59E-06,929, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.47E-05,8.54E-05,8.65E-05,8.77E-05,0.000115743,4.42E-06,2015, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.46E-05,8.54E-05,8.64E-05,8.75E-05,0.000116386,4.62E-06,887, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.47E-05,8.54E-05,8.63E-05,8.75E-05,0.000116368,4.54E-06,1185, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.54E-05,8.62E-05,8.73E-05,0.000109273,3.13E-06,1907, Start, PostRecv, yl(355893104), StreamWait(366722768/355893104), Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.54E-05,8.64E-05,8.76E-05,0.000115001,3.85E-06,867, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.54E-05,8.63E-05,8.76E-05,0.000114313,3.72E-06,1206, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.47E-05,8.55E-05,8.65E-05,8.78E-05,0.000114007,4.44E-06,970, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.48E-05,8.55E-05,8.63E-05,8.75E-05,0.000113433,3.78E-06,2277, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.47E-05,8.55E-05,8.65E-05,8.77E-05,0.000113076,3.82E-06,631, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.47E-05,8.55E-05,8.64E-05,8.76E-05,0.000119146,4.85E-06,2270, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(355893104), StreamWait(366722768/355893104), WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.55E-05,8.63E-05,8.75E-05,0.000120297,5.54E-06,2276, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(366722768), StreamWait(355893104/366722768), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.55E-05,8.64E-05,8.75E-05,0.000114253,3.91E-06,2209, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.55E-05,8.64E-05,8.77E-05,0.000117302,4.57E-06,856, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.47E-05,8.55E-05,8.64E-05,8.78E-05,0.000117501,5.30E-06,1116, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.48E-05,8.55E-05,8.64E-05,8.76E-05,0.00011298,4.56E-06,1197, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.46E-05,8.55E-05,8.65E-05,8.78E-05,0.000114694,4.36E-06,969, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.48E-05,8.55E-05,8.63E-05,8.75E-05,0.000111716,4.04E-06,1773, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.55E-05,8.63E-05,8.74E-05,0.000117133,5.43E-06,1714, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.48E-05,8.55E-05,8.64E-05,8.76E-05,0.000116314,3.98E-06,771, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.49E-05,8.55E-05,8.64E-05,8.76E-05,0.000114251,4.57E-06,2261, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.48E-05,8.55E-05,8.65E-05,8.80E-05,0.000112579,3.85E-06,1040, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.47E-05,8.55E-05,8.65E-05,8.77E-05,0.00011149,3.86E-06,1165, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yl(355893104), StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.47E-05,8.55E-05,8.64E-05,8.78E-05,0.000116302,4.16E-06,2241, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.46E-05,8.55E-05,8.65E-05,8.78E-05,0.000114298,4.13E-06,930, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.48E-05,8.55E-05,8.64E-05,8.75E-05,0.000109107,3.37E-06,1638, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.48E-05,8.55E-05,8.64E-05,8.78E-05,0.000118163,5.24E-06,2193, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.46E-05,8.55E-05,8.64E-05,8.77E-05,0.000115437,4.16E-06,2086, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), StreamWait(366722768/355893104), WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.46E-05,8.55E-05,8.67E-05,8.80E-05,0.00011341,5.16E-06,162, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.46E-05,8.55E-05,8.65E-05,8.77E-05,0.000114261,3.69E-06,632, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.48E-05,8.55E-05,8.65E-05,8.78E-05,0.000112919,3.61E-06,741, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.47E-05,8.55E-05,8.64E-05,8.76E-05,0.000111927,3.52E-06,808, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), WaitSend, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.55E-05,8.64E-05,8.77E-05,0.000113533,3.72E-06,898, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.55E-05,8.66E-05,8.78E-05,0.000115652,4.47E-06,742, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.48E-05,8.55E-05,8.64E-05,8.78E-05,0.0001147,3.92E-06,1005, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.48E-05,8.55E-05,8.65E-05,8.75E-05,0.000110193,3.56E-06,1603, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.48E-05,8.55E-05,8.66E-05,8.79E-05,0.000114061,4.33E-06,706, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.49E-05,8.55E-05,8.65E-05,8.76E-05,0.000111927,4.01E-06,1637, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.48E-05,8.55E-05,8.64E-05,8.77E-05,0.000110641,3.51E-06,824, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,
8.47E-05,8.55E-05,8.65E-05,8.80E-05,0.00011264,3.66E-06,1039, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.47E-05,8.55E-05,8.64E-05,8.75E-05,0.000115137,3.99E-06,2271, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.46E-05,8.55E-05,8.67E-05,8.79E-05,0.000112732,4.35E-06,366, Start, yl(355893104), PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.46E-05,8.55E-05,8.65E-05,8.78E-05,0.000110824,3.41E-06,1004, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.48E-05,8.55E-05,8.64E-05,8.76E-05,0.000114614,4.51E-06,876, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.55E-05,8.66E-05,8.80E-05,0.00011566,5.39E-06,2126, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,
8.46E-05,8.55E-05,8.65E-05,8.77E-05,0.000114601,3.96E-06,2091, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.49E-05,8.55E-05,8.64E-05,8.75E-05,0.000116062,4.78E-06,1704, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.55E-05,8.64E-05,8.77E-05,0.000116237,4.89E-06,908, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.47E-05,8.55E-05,8.67E-05,8.80E-05,0.00011535,4.89E-06,367, Start, yl(355893104), PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.46E-05,8.55E-05,8.67E-05,8.79E-05,0.000112616,4.46E-06,161, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.49E-05,8.55E-05,8.65E-05,8.77E-05,0.000116216,4.29E-06,1174, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.48E-05,8.56E-05,8.65E-05,8.78E-05,0.000114189,3.80E-06,2155, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.49E-05,8.56E-05,8.65E-05,8.78E-05,0.000118246,4.74E-06,1154, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), WaitSend, StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.48E-05,8.56E-05,8.66E-05,8.78E-05,0.000115042,3.61E-06,825, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), WaitSend, yl(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.56E-05,8.64E-05,8.76E-05,0.000116878,4.81E-06,2202, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.49E-05,8.56E-05,8.65E-05,8.77E-05,0.000116311,4.08E-06,1107, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.49E-05,8.56E-05,8.64E-05,8.74E-05,0.000112365,4.60E-06,1804, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), yl(355893104), y(355893104), StreamSync(355893104), End,
8.49E-05,8.56E-05,8.65E-05,8.76E-05,0.000114105,4.40E-06,1602, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), y(366722768), WaitSend, StreamSync(366722768), End,
8.49E-05,8.56E-05,8.65E-05,8.77E-05,0.000106792,4.00E-06,2250, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(355893104), StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), End,
8.47E-05,8.56E-05,8.66E-05,8.77E-05,0.000115465,4.22E-06,2154, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.48E-05,8.56E-05,8.66E-05,8.78E-05,9.75E-05,2.71E-06,707, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, StreamWait(366722768/355893104), yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.49E-05,8.56E-05,8.64E-05,8.74E-05,0.00011441,4.26E-06,1667, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.49E-05,8.56E-05,8.66E-05,8.77E-05,0.00011431,4.90E-06,809, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.56E-05,8.66E-05,8.77E-05,0.000106489,3.35E-06,818, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,
8.49E-05,8.56E-05,8.64E-05,8.75E-05,0.000115964,4.65E-06,1763, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), yl(366722768), y(366722768), StreamSync(366722768), End,
8.48E-05,8.56E-05,8.66E-05,8.76E-05,0.000114885,3.79E-06,770, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), StreamWait(366722768/355893104), yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,
8.50E-05,8.56E-05,8.64E-05,8.74E-05,9.70E-05,2.76E-06,1752, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), WaitSend, StreamWait(355893104/366722768), yr(355893104), y(355893104), StreamSync(355893104), End,
8.48E-05,8.56E-05,8.66E-05,8.78E-05,0.000106906,3.26E-06,1123, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), StreamWait(355893104/366722768), WaitSend, yl(355893104), y(355893104), StreamSync(355893104), End,
8.48E-05,8.56E-05,8.67E-05,8.80E-05,0.000113474,3.43E-06,72, Start, yl(355893104), Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, StreamWait(366722768/355893104), WaitRecv, yr(366722768), WaitSend, y(366722768), StreamSync(366722768), End,
8.46E-05,8.56E-05,8.66E-05,8.80E-05,0.000112915,4.52E-06,2125, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), WaitRecv, StreamWait(355893104/366722768), yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,
8.50E-05,8.56E-05,8.66E-05,8.78E-05,0.000113125,4.20E-06,1074, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), StreamWait(366722768/355893104), WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
